openalex_id,doi,title,year,type,first_author,source,via,triage,verdict,model,raw_response
https://openalex.org/W2359831387,https://doi.org/10.1177/194277861100400103,Unplug and Play: Manufacturing Collapse in Gaza,2011,article,Omar Jabary Salamanca,Human Geography,Graham 2006:forward,screened,Include,deepseek/deepseek-v4-flash,Include
https://openalex.org/W2094431389,https://doi.org/10.1177/0956247814533627,"Deconstructing the fragile city: exploring insecurity, violence and resilience",2014,article,Robert Muggah,Environment and Urbanization,Graham 2006:forward,screened,Include,deepseek/deepseek-v4-flash,Include
https://openalex.org/W2147766752,https://doi.org/10.1177/1057567707306643,"Surveillance, Security and Social Sorting",2007,article,David Lyon,International Criminal Justice Review,Graham 2006:forward,screened,Include,deepseek/deepseek-v4-flash,Include
https://openalex.org/W1982104344,https://doi.org/10.1080/00045608.2010.534713,"The Localized Geographies of Violence in the North Caucasus of Russia, 1999–2007",2010,article,John Ο’Loughlin,Annals of the Association of American Geographers,Graham 2006:forward,screened,Exclude,deepseek/deepseek-v4-flash,Exclude
https://openalex.org/W2157402500,https://doi.org/10.1177/0967010614557884,"Constructing resilience through security and surveillance: The politics, practices and tensions of security-driven resilience",2015,article,Jon Coaffee,Security Dialogue,Graham 2006:forward,screened,Include,deepseek/deepseek-v4-flash,Include
https://openalex.org/W2171371442,https://doi.org/10.1177/0042098013487776,"From Urban Catastrophe to ‘Model’ City? Politics, Security and Development in Post-conflict Kigali",2013,article,Tom Goodfellow,Urban Studies,Graham 2006:forward,screened,Exclude,deepseek/deepseek-v4-flash,Exclude
https://openalex.org/W2323921964,https://doi.org/10.1080/1360481042000242148,Postmortem city,2004,article,Stephen Graham,City,Graham 2006:forward,screened,Include,deepseek/deepseek-v4-flash,Include
https://openalex.org/W1913938051,https://doi.org/10.1111/j.1468-2427.2011.01026.x,When Life Itself is War: On the Urbanization of Military and Security Doctrine,2011,article,Stephen Graham,International Journal of Urban and Regional Research,Graham 2006:forward,screened,Include,deepseek/deepseek-v4-flash,Include
https://openalex.org/W1995263697,https://doi.org/10.1111/j.1749-8198.2008.00194.x,"Power, Place, and Militarism: Toward a Comparative Geographic Analysis of Militarization",2009,article,Richelle Bernazzoli,Geography Compass,Graham 2006:forward,screened,Exclude,deepseek/deepseek-v4-flash,Exclude
https://openalex.org/W1963997592,https://doi.org/10.1177/0967010609342879,"Network-Centric Violence, Critical Infrastructure and the Urbanization of Security",2009,article,Martin Coward,Security Dialogue,Graham 2006:forward,screened,Include,deepseek/deepseek-v4-flash,Include.
https://openalex.org/W2011596646,https://doi.org/10.1080/09523360802602265,Governing Security at the 2008 Beijing Olympics,2009,article,Yingyan Yu,The International Journal of the History of Sport,Graham 2006:forward,screened,Include,deepseek/deepseek-v4-flash,Include
https://openalex.org/W2114521995,https://doi.org/10.2752/175174311x12861940861789,Concrete Ambivalence: Inside the Bunker Complex,2011,article,John Beck,Cultural Politics an International Journal,Graham 2006:forward,screened,Exclude,deepseek/deepseek-v4-flash,Exclude
https://openalex.org/W2151090000,https://doi.org/10.1111/misr.12206,Urban Violence Patterns Across African States,2015,article,Clionadh Raleigh,International Studies Review,Graham 2006:forward,screened,Exclude,deepseek/deepseek-v4-flash,Exclude
https://openalex.org/W2083857208,https://doi.org/10.1111/j.1573-7861.2008.00075.x,Members Only: Gated Communities and Residential Segregation in the Metropolitan United States<sup>1</sup>,2008,article,Elena Vesselinov,Sociological Forum,Graham 2006:forward,screened,Exclude,deepseek/deepseek-v4-flash,Exclude
https://openalex.org/W2022875346,https://doi.org/10.1177/0956247814544616,The “humanitarianization” of urban violence,2014,article,Simon Reid‐Henry,Environment and Urbanization,Graham 2006:forward,screened,Exclude,deepseek/deepseek-v4-flash,Exclude
https://openalex.org/W2055528538,https://doi.org/10.1111/j.1749-8198.2007.00053.x,Media Geographies: Uncovering the Spatial Politics of Images,2007,article,Clayton Rosati,Geography Compass,Graham 2006:forward,screened,Exclude,deepseek/deepseek-v4-flash,Exclude
https://openalex.org/W2938671447,https://doi.org/10.1111/plar.12278,"Tripartheid: How Sectarianism Became Internal to Being in Anbar, Iraq",2019,article,Kali Rubaii,PoLAR Political and Legal Anthropology Review,Graham 2006:forward,screened,Exclude,deepseek/deepseek-v4-flash,Exclude
https://openalex.org/W2916778134,https://doi.org/10.1111/1468-2427.12797,"Experiences of Urban Militarism: Spatial Stigma, Ruins and Everyday Life",2019,article,Silvia Pasquetti,International Journal of Urban and Regional Research,Graham 2006:forward,screened,Include,deepseek/deepseek-v4-flash,Include
https://openalex.org/W2883426464,https://doi.org/10.1177/0309132518788954,Difference as practice: Diffracting geography and the area studies turn,2018,article,Deen Sharp,Progress in Human Geography,Graham 2006:forward,screened,Exclude,deepseek/deepseek-v4-flash,Exclude
https://openalex.org/W2129373380,https://doi.org/10.1017/s0260210510001750,Securing by design,2011,article,Cynthia Weber,Review of International Studies,Graham 2006:forward|Weizman 2007:forward,screened,Exclude,deepseek/deepseek-v4-flash,Exclude
https://openalex.org/W2070916634,https://doi.org/10.1080/13602365.2011.547002,‘Violent spaces’: production and reproduction of security and vulnerabilities,2011,article,Camillo Boano,The Journal of Architecture,Graham 2006:forward|Weizman 2007:forward,screened,Exclude,deepseek/deepseek-v4-flash,Exclude
https://openalex.org/W4225117531,https://doi.org/10.1016/j.geoforum.2022.04.012,Slow urbicide: Accounting for the shifting temporalities of political violence in the West Bank,2022,article,Dorota Golańska,Geoforum,Graham 2006:forward,screened,Exclude,deepseek/deepseek-v4-flash,Exclude
https://openalex.org/W2096730411,https://doi.org/10.1191/0309132505ph579oa,From Military Geography to militarism's geographies: disciplinary engagements with the geographies of militarism and military activities,2005,article,Rachel Woodward,Progress in Human Geography,Graham 2006:forward,screened,Exclude,deepseek/deepseek-v4-flash,Exclude
https://openalex.org/W2063788867,https://doi.org/10.1068/d16110,Autistic Architecture: The Fall of the Icon and the Rise of the Serial Object of Architecture,2011,article,Maria Kaïka,Environment and Planning D Society and Space,Graham 2006:forward,screened,Exclude,deepseek/deepseek-v4-flash,Exclude
https://openalex.org/W1969202544,https://doi.org/10.1080/13574809.2010.502338,Creating Shared Public Space in the Contested City: The Role of Urban Design,2010,article,Frank Gaffikin,Journal of Urban Design,Graham 2006:forward,screened,Exclude,deepseek/deepseek-v4-flash,Exclude
https://openalex.org/W2116991136,https://doi.org/10.1177/0042098009349772,Policing Development: Urban Renewal as Neo-liberal Security Strategy,2009,article,Tony Roshan Samara,Urban Studies,Graham 2006:forward,screened,Include,deepseek/deepseek-v4-flash,Include
https://openalex.org/W2158976258,https://doi.org/10.1017/s0260210510001099,Global cities and the transformation of the International System,2010,article,Simon Curtis,Review of International Studies,Graham 2006:forward,screened,Exclude,deepseek/deepseek-v4-flash,Exclude
https://openalex.org/W2133909705,https://doi.org/10.1111/j.1749-8198.2012.00506.x,The Political Geographies of Urban Polarization: A Critical Review of Research on Divided Cities,2012,article,Marco Allegra,Geography Compass,Graham 2006:forward,screened,Exclude,deepseek/deepseek-v4-flash,Exclude
https://openalex.org/W1777030935,https://doi.org/10.1111/j.1548-744x.2012.01074.x,Living Beirut's Security Zones: An Investigation of the Modalities and Practice of Urban Security,2012,article,Mona Fawaz,City & Society,Graham 2006:forward,screened,Exclude,deepseek/deepseek-v4-flash,Exclude
https://openalex.org/W2133806367,https://doi.org/10.1111/j.1749-8198.2009.00295.x,The New Geopolitics of Fear,2010,article,Rachel Pain,Geography Compass,Graham 2006:forward,screened,Exclude,deepseek/deepseek-v4-flash,Exclude
https://openalex.org/W1501422338,https://doi.org/10.1111/j.1749-8198.2012.00485.x,"Urban Geopolitics 8 Years on. Hybrid Sovereignties, the Everyday, and Geographies of Peace",2012,article,Sara Fregonese,Geography Compass,Graham 2006:forward,screened,Exclude,deepseek/deepseek-v4-flash,Exclude
https://openalex.org/W2098044322,https://doi.org/10.1111/j.1467-8330.2011.00905.x,Surplus Masculinities and Security,2011,article,Deborah Cowen,Antipode,Graham 2006:forward,screened,Exclude,deepseek/deepseek-v4-flash,Exclude
https://openalex.org/W2164611119,https://doi.org/10.1111/geoj.12081,The uneven geographies of the <scp>O</scp>lympic carceral: from exceptionalism to normalisation,2014,article,Jon Coaffee,Geographical Journal,Graham 2006:forward,screened,Include,deepseek/deepseek-v4-flash,Include
https://openalex.org/W1987088206,https://doi.org/10.1177/0309132514527037,Population geography II,2014,article,James A. Tyner,Progress in Human Geography,Graham 2006:forward,screened,Exclude,deepseek/deepseek-v4-flash,Exclude
https://openalex.org/W2077419799,https://doi.org/10.1080/14649350600841586,"Space of Risk: The Contribution of Planning Policies to Conflicts in Cities, Lessons from Nazareth",2006,article,Yosef Jabareen,Planning Theory & Practice,Graham 2006:forward,screened,Exclude,deepseek/deepseek-v4-flash,Exclude
https://openalex.org/W2040640899,https://doi.org/10.1177/0263276411410446,The Politics of Cosmopolitan Beirut,2012,article,Steven Seidman,Theory Culture & Society,Graham 2006:forward,screened,Exclude,deepseek/deepseek-v4-flash,Exclude
https://openalex.org/W3010349052,https://doi.org/10.1111/gec3.12490,Political geographical perspectives on settler colonialism,2020,article,Stepha Velednitsky,Geography Compass,Graham 2006:forward,screened,Exclude,deepseek/deepseek-v4-flash,Exclude
https://openalex.org/W2172126569,https://doi.org/10.1177/1206331205283671,“Homeland” Insecurities?,2005,article,Stephen Graham,Space and Culture,Graham 2006:forward,screened,Exclude,deepseek/deepseek-v4-flash,Exclude
https://openalex.org/W3206671236,https://doi.org/10.1080/17450101.2021.1981546,Introduction to Special Section ‘Infrastructures of Injustice: Migration and Border Mobilities’,2021,article,Laavanya Kathiravelu,Mobilities,Graham 2006:forward,screened,Exclude,deepseek/deepseek-v4-flash,Exclude
https://openalex.org/W2168920878,https://doi.org/10.1177/0042098011422396,From ‘Violence-complacent’ to ‘Terrorist-ready’,2011,article,Kimberly S. Schimmel,Urban Studies,Graham 2006:forward,screened,Include,deepseek/deepseek-v4-flash,Include
https://openalex.org/W2606254568,https://doi.org/10.1111/ciso.12118,Housing as Battleground: Targeting the City in the Battles of Algiers,2017,article,Sheila Crane,City & Society,Graham 2006:forward,screened,Exclude,deepseek/deepseek-v4-flash,Exclude
https://openalex.org/W2002387436,https://doi.org/10.1111/ips.12052,"Privatizing Security, Securitizing Policing: The Case of the G20 in Toronto, Canada",2014,article,Veronica Kitchen,International Political Sociology,Graham 2006:forward,screened,Include,deepseek/deepseek-v4-flash,Include
https://openalex.org/W2941769789,https://doi.org/10.1017/nps.2018.42,Making Sense of Ruins: Architectural Reconstruction and Collective Memory in Belgrade,2019,article,Gruia Bădescu,Nationalities Papers,Graham 2006:forward,screened,Exclude,deepseek/deepseek-v4-flash,Exclude
https://openalex.org/W2810270647,https://doi.org/10.1177/0738894218782160,Ethnic political exclusion and terrorism: Analyzing the local conditions for violence,2018,article,Holley E. Hansen,Conflict Management and Peace Science,Graham 2006:forward,screened,Exclude,deepseek/deepseek-v4-flash,Exclude
https://openalex.org/W2712365395,https://doi.org/10.3390/urbansci1030022,City Sovereignty: Urban Resistance and Rebel Cities Reconsidered,2017,article,Vojislava Filipcevic Cordes,Urban Science,Graham 2006:forward,screened,Exclude,deepseek/deepseek-v4-flash,Exclude
https://openalex.org/W3173822692,https://doi.org/10.1111/anti.12753,"Governing the Contested City: Geographies of Displacement in Diyarbakır, Turkey",2021,article,Fırat Genç,Antipode,Graham 2006:forward,screened,Exclude,deepseek/deepseek-v4-flash,Exclude
https://openalex.org/W2913763107,https://doi.org/10.1080/24694452.2018.1497474,"The State, Sewers, and Security: How Does the Egyptian State Reframe Environmental Disasters as Terrorist Threats?",2019,article,Mohammed Rafi Arefin,Annals of the American Association of Geographers,Graham 2006:forward,screened,Exclude,deepseek/deepseek-v4-flash,Exclude
https://openalex.org/W1644315869,https://doi.org/10.1080/14608944.2015.1019209,Arterial blockages: the catastrophic itineraries of the Sri Lankan civil war,2015,article,Anoma Pieris,National Identities,Graham 2006:forward|Weizman 2007:forward,screened,Exclude,deepseek/deepseek-v4-flash,Exclude
https://openalex.org/W2077639457,https://doi.org/10.1080/14742837.2011.562362,Saying Something: The Location of Social Movements in the Surveillance Society,2011,article,Fiona Jeffries,Social movement studies,Graham 2006:forward,screened,Include,deepseek/deepseek-v4-flash,Include
https://openalex.org/W3170633207,https://doi.org/10.1017/9781108768191.007,Sacralized Politics,2021,book-chapter,Nadera Shalhoub‐Kevorkian,Cambridge University Press eBooks,Graham 2006:forward,screened,Exclude,deepseek/deepseek-v4-flash,Exclude
https://openalex.org/W4402932612,https://doi.org/10.1177/03091325241268951,Atmospheric geographies of (counter)terrorism,2024,article,Sara Fregonese,Progress in Human Geography,Graham 2006:forward,screened,Maybe,deepseek/deepseek-v4-flash,Maybe
https://openalex.org/W3215403016,https://doi.org/10.1057/978-1-137-56854-0_21,"Militarized Civic Ritual: Pentagon, Police, and US Professional Football",2021,book-chapter,Kimberly S. Schimmel,Palgrave Macmillan UK eBooks,Graham 2006:forward,screened,Include,deepseek/deepseek-v4-flash,Include
https://openalex.org/W2034195229,https://doi.org/10.1002/jid.1265,"Cities, terrorism and development",2005,article,Jo Beall,Journal of International Development,Graham 2006:forward,screened,Exclude,deepseek/deepseek-v4-flash,Exclude
https://openalex.org/W1777222574,https://doi.org/10.1111/j.1468-2427.2009.00899.x,Security Zones and New York City's Shrinking Public Space,2009,article,Jeremy Németh,International Journal of Urban and Regional Research,Graham 2006:forward,screened,Include,deepseek/deepseek-v4-flash,Include
https://openalex.org/W2098802502,https://doi.org/10.1068/d2301ed,"Remember Fallujah: Demonising Place, Constructing Atrocity",2005,article,Stephen Graham,Environment and Planning D Society and Space,Graham 2006:forward,screened,Exclude,deepseek/deepseek-v4-flash,Exclude
https://openalex.org/W2094381533,https://doi.org/10.3390/s130607414,An Intelligent Surveillance Platform for Large Metropolitan Areas with Dense Sensor Deployment,2013,article,Jorge García Fernández,Sensors,Graham 2006:forward,screened,Exclude,deepseek/deepseek-v4-flash,Exclude
https://openalex.org/W2129646122,https://doi.org/10.1111/j.1749-8198.2009.00284.x,The Geopolitics of Disease,2009,article,Alan Ingram,Geography Compass,Graham 2006:forward,screened,Exclude,deepseek/deepseek-v4-flash,Exclude
https://openalex.org/W2040568956,https://doi.org/10.1177/1065912909334426,"All Terrorism Is Local: Resources, Nested Institutions, and Governance for Urban Homeland Security in the American Federal System",2009,article,Erica Chenoweth,Political Research Quarterly,Graham 2006:forward,screened,Exclude,deepseek/deepseek-v4-flash,Exclude
https://openalex.org/W1576487714,https://doi.org/10.1080/13604810500050228,Urbanizing the security agenda,2005,article,Gerda R. Wekerle,City,Graham 2006:forward,screened,Include,deepseek/deepseek-v4-flash,Include
https://openalex.org/W2139262711,https://doi.org/10.1177/0263276409349656,Protecting the Urban,2009,article,Jon Coaffee,Theory Culture & Society,Graham 2006:forward,screened,Include,deepseek/deepseek-v4-flash,Include
https://openalex.org/W1965156845,https://doi.org/10.1680/muen.2008.161.2.103,Resilient design for community safety and terror-resistant cities,2008,article,Jon Coaffee,Proceedings of the Institution of Civil Engineers - Municipal Engineer,Graham 2006:forward,screened,Include,deepseek/deepseek-v4-flash,Include
https://openalex.org/W1998349986,https://doi.org/10.1080/01956050903450895,"Jason Bourne: Gender, Geopolitics, and Contemporary Representations of National Security",2010,article,Klaus Dodds,Journal of Popular Film and Television,Graham 2006:forward,screened,Exclude,deepseek/deepseek-v4-flash,Exclude
https://openalex.org/W1832331872,https://doi.org/10.1111/j.1468-2427.2006.00670.x,DEBATES AND DEVELOPMENTS. Competitive Cities and Secure Nations: Conflict and Convergence in Urban Waterfront Agendas after 9/11,2006,article,Deborah Cowen,International Journal of Urban and Regional Research,Graham 2006:forward,screened,Include,deepseek/deepseek-v4-flash,Include
https://openalex.org/W2154076861,https://doi.org/10.1080/00420980701558392,"Terror, Fear and Behaviour in the Jerusalem Housing Market",2007,article,Shlomie Hazam,Urban Studies,Graham 2006:forward,screened,Exclude,deepseek/deepseek-v4-flash,Exclude
https://openalex.org/W2072116130,https://doi.org/10.1068/a46167,Transecting Security and Space in Phnom Penh,2014,article,James D. Sidaway,Environment and Planning A Economy and Space,Graham 2006:forward,screened,Exclude,deepseek/deepseek-v4-flash,Exclude
https://openalex.org/W2107347220,https://doi.org/10.1680/udap.2008.161.4.173,Urban resilience and national security: the role for planning,2008,article,Jon Coaffee,Proceedings of the Institution of Civil Engineers - Urban Design and Planning,Graham 2006:forward,screened,Maybe,deepseek/deepseek-v4-flash,Ex
https://openalex.org/W2084783988,https://doi.org/10.1080/13602365.2011.547011,Violence and domestic space: demolition and destruction of homes in the occupied Palestinian territories,2011,article,Terry Meade,The Journal of Architecture,Graham 2006:forward,screened,Exclude,deepseek/deepseek-v4-flash,Exclude
https://openalex.org/W2587864690,https://doi.org/10.1017/s1816383117000066,Future war in cities: Urbanization's challenge to strategic studies in the 21st century,2016,article,Michael Evans,International Review of the Red Cross,Graham 2006:forward,screened,Exclude,deepseek/deepseek-v4-flash,Exclude
https://openalex.org/W2118140535,https://doi.org/10.1080/14719037.2013.769851,The Vulnerability of Public Spaces: Challenges for UK hospitals under the ‘new’ terrorist threat,2013,article,Denis Fischbacher‐Smith,Public Management Review,Graham 2006:forward,screened,Exclude,deepseek/deepseek-v4-flash,Exclude
https://openalex.org/W1822932301,https://doi.org/10.1007/3-7643-7868-9_3,Principles of Frontier Geography,2007,book-chapter,Eyal Weizman,Birkhäuser Basel eBooks,Graham 2006:forward,screened,Exclude,deepseek/deepseek-v4-flash,Exclude
https://openalex.org/W2047871490,https://doi.org/10.1111/ips.12040,Spatial Alternatives and Counter-Sovereignties in Israel/Palestine,2014,article,Nir Gazit,International Political Sociology,Graham 2006:forward|Weizman 2007:forward,screened,Include,deepseek/deepseek-v4-flash,Include
https://openalex.org/W3212449392,https://doi.org/10.1080/01402390.2021.1991797,Will inter-state war take place in cities?,2021,article,Anthony King,Journal of Strategic Studies,Graham 2006:forward,screened,Exclude,deepseek/deepseek-v4-flash,Exclude
https://openalex.org/W3047600273,https://doi.org/10.1017/s0963926820000590,"Urban civil defence: imagining, constructing and performing nuclear war in Aarhus",2020,article,Rosanna Farbøl,Urban History,Graham 2006:forward,screened,Exclude,deepseek/deepseek-v4-flash,Exclude
https://openalex.org/W1593766178,https://doi.org/10.1111/1467-954x.12128,Creating a Secure Network: The 2001 Anthrax Attacks and the Transformation of Postal Security,2014,article,Ryan Ellis,The Sociological Review,Graham 2006:forward,screened,Exclude,deepseek/deepseek-v4-flash,Exclude
https://openalex.org/W3123083941,https://doi.org/10.1111/geoj.12070,The geo‐historical legacies of urban security governance and the <scp>V</scp>ancouver 2010 <scp>O</scp>lympics,2014,article,Ádám Molnár,Geographical Journal,Graham 2006:forward,screened,Include,deepseek/deepseek-v4-flash,Include
https://openalex.org/W4377138548,https://doi.org/10.1080/14650045.2023.2212249,Towards a Global Urban Geopolitics: Inhabiting Violence,2023,article,J. Stefan Rokem,Geopolitics,Graham 2006:forward,screened,Exclude,deepseek/deepseek-v4-flash,Exclude
https://openalex.org/W1973205258,https://doi.org/10.1080/17539153.2010.521641,The terrorism of the other: towards a contrapuntal reading of terrorism in India,2010,article,David Barnard‐Wills,Critical Studies on Terrorism,Graham 2006:forward,screened,Exclude,deepseek/deepseek-v4-flash,Exclude
https://openalex.org/W4387959715,https://doi.org/10.1111/gec3.12725,Slowness as warfare: Towards a relational approach to political violence in the West Bank,2023,article,Dorota Golańska,Geography Compass,Graham 2006:forward,screened,Include,deepseek/deepseek-v4-flash,Include
https://openalex.org/W2793594042,https://doi.org/10.1080/14797585.2018.1426477,Study. Be silent. Die: indeterminate architecture and the dispositif of studentification,2018,article,Farzaneh Haghighi,Journal for Cultural Research,Graham 2006:forward,screened,Exclude,deepseek/deepseek-v4-flash,Exclude
https://openalex.org/W4361284911,https://doi.org/10.1080/21622671.2023.2189610,Minecraft as a technology of postwar urban ordering: the situated-portable epistemic nexus of urban peacebuilding in Pristina,2023,article,Anna Danielsson,Territory Politics Governance,Graham 2006:forward,screened,Include,deepseek/deepseek-v4-flash,Include
https://openalex.org/W3196436562,https://doi.org/10.1080/14649365.2021.1972136,Being/longing: visualizing belonging with Palestinian refugee children,2021,article,David Marshall,Social & Cultural Geography,Graham 2006:forward,screened,Exclude,deepseek/deepseek-v4-flash,Exclude
https://openalex.org/W4366090056,https://doi.org/10.3390/rel14040535,Cultural Heritage and Religious Phenomenon between Urbicide and Cancel Culture: The Other Side of the Russian–Ukrainian Conflict,2023,article,Federica Botti,Religions,Graham 2006:forward,screened,Include,deepseek/deepseek-v4-flash,Include
https://openalex.org/W4412755408,https://doi.org/10.1080/24694452.2025.2522840,Resituating Urban Geopolitics: Connections and Frontiers,2025,article,James D. Sidaway,Annals of the American Association of Geographers,Graham 2006:forward,screened,Maybe,deepseek/deepseek-v4-flash,Maybe
https://openalex.org/W2005894876,https://doi.org/10.1111/socf.12040,Sociological Reflections on Security Through Surveillance,2013,article,Vida Bajc,Sociological Forum,Graham 2006:forward,screened,Exclude,deepseek/deepseek-v4-flash,Exclude
https://openalex.org/W4404468963,https://doi.org/10.1080/24694452.2024.2422856,The Emergence of a Military Urban in and of War,2024,article,Anna Danielsson,Annals of the American Association of Geographers,Graham 2006:forward,screened,Include,deepseek/deepseek-v4-flash,Include
https://openalex.org/W2107959609,https://doi.org/10.1080/21622671.2015.1047898,The Intimate Entrenchment of Philadelphia's Drug War,2015,article,Vanessa Massaro,Territory Politics Governance,Graham 2006:forward,screened,Include,deepseek/deepseek-v4-flash,Include
https://openalex.org/W2078537883,https://doi.org/10.1080/07341512.2011.622149,"Buckets, bollards and bombs: towards subject histories of technologies and terrors",2011,article,Mats Fridlund,History and Technology,Graham 2006:forward,screened,Include,deepseek/deepseek-v4-flash,Include
https://openalex.org/W2061558883,https://doi.org/10.1068/d12107,“War is Not Healthy for Children and other Living Things”,2009,article,Jenna M. Loyd,Environment and Planning D Society and Space,Graham 2006:forward,screened,Exclude,deepseek/deepseek-v4-flash,Exclude.
https://openalex.org/W2039221755,https://doi.org/10.1177/1206331213512919,Walking Through Walls,2014,article,Sahera Bleibleh,Space and Culture,Graham 2006:forward|Weizman 2007:forward,screened,Include,deepseek/deepseek-v4-flash,Include
https://openalex.org/W1979891379,https://doi.org/10.1080/10630730903278546,Polarization as a Socio-Material Phenomenon: A Bibliographical Review,2009,article,Sara Fregonese,Journal of Urban Technology,Graham 2006:forward,screened,Exclude,deepseek/deepseek-v4-flash,Exclude
https://openalex.org/W2976879593,https://doi.org/10.1098/rsos.190645,Common statistical patterns in urban terrorism,2019,article,Weisi Guo,Royal Society Open Science,Graham 2006:forward,screened,Exclude,deepseek/deepseek-v4-flash,Exclude
https://openalex.org/W2023965894,https://doi.org/10.1080/14747730701245574,The Production of Regime Culture and Instrumentalized Art in a Globalizing State,2007,article,Peter Marcuse,Globalizations,Graham 2006:forward,screened,Exclude,deepseek/deepseek-v4-flash,Exclude
https://openalex.org/W2749860973,https://doi.org/10.1111/area.12365,Towards a spatialised understanding of reconciliation,2017,article,Elly Harrowell,Area,Graham 2006:forward,screened,Exclude,deepseek/deepseek-v4-flash,Exclude
https://openalex.org/W2021637535,https://doi.org/10.1080/00330124.2011.603654,The Impact of 9/11 on the Geography of Financial Services in New York: A Few Years Later,2011,article,Hongmian Gong,The Professional Geographer,Graham 2006:forward,screened,Exclude,deepseek/deepseek-v4-flash,Exclude
https://openalex.org/W4303876150,https://doi.org/10.1080/14650045.2022.2129010,Urban Geopolitics in ’Ordinary’ and ’Contested’ Cities: Perspectives from the European South-East,2022,article,Gruia Bădescu,Geopolitics,Graham 2006:forward,screened,Include,deepseek/deepseek-v4-flash,Include
https://openalex.org/W2282982607,https://doi.org/10.1017/s0963926815000607,Introduction: histories of Cold War cities,2015,article,Matthew Farish,Urban History,Graham 2006:forward,screened,Exclude,deepseek/deepseek-v4-flash,Exclude
https://openalex.org/W4307188498,https://doi.org/10.1080/17502977.2022.2124348,Challenging the ‘Here’ and ‘There’ of Peace and Conflict Research: Migrants’ Encounters with Streams of Violence and Streams of Peace,2022,article,Johanna Mannergren Selimovic,Journal of Intervention and Statebuilding,Graham 2006:forward,screened,Exclude,deepseek/deepseek-v4-flash,Exclude
https://openalex.org/W4315699709,https://doi.org/10.1177/02633957221148070,"Violent infrastructure, nationalist stigmatisation and spatial erasure",2023,article,Somdeep Sen,Politics,Graham 2006:forward,screened,Include,deepseek/deepseek-v4-flash,Include
